character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
峛,lǐ,,Corpus/General Extension,13926.0,1.0,0.0005267808371417744,99.99994474069238,,,False,False,True,corpus
朸,lì,,Corpus/General Extension,13927.0,1.0,0.0005267808371417744,99.99994479337047,,,False,False,True,corpus
悷,lì,sorrowful,Corpus/General Extension,13928.0,1.0,0.0005267808371417744,99.99994484604856,,,False,False,True,corpus
蛠,lì,,Corpus/General Extension,13929.0,1.0,0.0005267808371417744,99.99994489872665,,,False,False,True,corpus
鉝,lì,,Corpus/General Extension,13930.0,1.0,0.0005267808371417744,99.99994495140474,,,False,False,True,corpus
蜧,lì,,Corpus/General Extension,13931.0,1.0,0.0005267808371417744,99.99994500408283,,,False,False,True,corpus
巁,lì,,Corpus/General Extension,13932.0,1.0,0.0005267808371417744,99.99994505676092,,,False,False,True,corpus
礪,lì,,Corpus/General Extension,13933.0,1.0,0.0005267808371417744,99.99994510943901,,,False,False,True,corpus
酈,lì,,Corpus/General Extension,13934.0,1.0,0.0005267808371417744,99.9999451621171,,,False,False,True,corpus
奩,lián,,Corpus/General Extension,13935.0,1.0,0.0005267808371417744,99.99994521479519,,,False,False,True,corpus
覝,lián,,Corpus/General Extension,13936.0,1.0,0.0005267808371417744,99.99994526747328,,,False,False,True,corpus
噒,lián,,Corpus/General Extension,13937.0,1.0,0.0005267808371417744,99.99994532015137,,,False,False,True,corpus
聨,lián,,Corpus/General Extension,13938.0,1.0,0.0005267808371417744,99.99994537282946,,,False,False,True,corpus
濓,lián,,Corpus/General Extension,13939.0,1.0,0.0005267808371417744,99.99994542550755,,,False,False,True,corpus
蹥,lián,,Corpus/General Extension,13940.0,1.0,0.0005267808371417744,99.99994547818564,,,False,False,True,corpus
嬚,liǎn,,Corpus/General Extension,13941.0,1.0,0.0005267808371417744,99.99994553086373,,,False,False,True,corpus
裲,liǎng,waistcoat,Corpus/General Extension,13942.0,1.0,0.0005267808371417744,99.99994558354182,,,False,False,True,corpus
湸,liàng,,Corpus/General Extension,13943.0,1.0,0.0005267808371417744,99.9999456362199,,,False,False,True,corpus
煷,liang,,Corpus/General Extension,13944.0,1.0,0.0005267808371417744,99.999945688898,,,False,False,True,corpus
屪,liáo,penis,Corpus/General Extension,13945.0,1.0,0.0005267808371417744,99.99994574157608,,,False,False,True,corpus
豂,liáo,,Corpus/General Extension,13946.0,1.0,0.0005267808371417744,99.99994579425417,,,False,False,True,corpus
爎,liáo,,Corpus/General Extension,13947.0,1.0,0.0005267808371417744,99.99994584693226,,,False,False,True,corpus
尦,liào,,Corpus/General Extension,13948.0,1.0,0.0005267808371417744,99.99994589961035,,,False,False,True,corpus
劽,liè,,Corpus/General Extension,13949.0,1.0,0.0005267808371417744,99.99994595228844,,,False,False,True,corpus
猟,liè,,Corpus/General Extension,13950.0,1.0,0.0005267808371417744,99.99994600496653,,,False,False,True,corpus
脟,liè,,Corpus/General Extension,13951.0,1.0,0.0005267808371417744,99.99994605764462,,,False,False,True,corpus
暽,lín,,Corpus/General Extension,13952.0,1.0,0.0005267808371417744,99.99994611032271,,,False,False,True,corpus
繗,lín,,Corpus/General Extension,13953.0,1.0,0.0005267808371417744,99.9999461630008,,,False,False,True,corpus
翷,lín,,Corpus/General Extension,13954.0,1.0,0.0005267808371417744,99.99994621567889,,,False,False,True,corpus
壣,lín,,Corpus/General Extension,13955.0,1.0,0.0005267808371417744,99.99994626835698,,,False,False,True,corpus
懍,lǐn,,Corpus/General Extension,13956.0,1.0,0.0005267808371417744,99.99994632103507,,,False,False,True,corpus
悋,lìn,,Corpus/General Extension,13957.0,1.0,0.0005267808371417744,99.99994637371316,,,False,False,True,corpus
疄,lìn,,Corpus/General Extension,13958.0,1.0,0.0005267808371417744,99.99994642639125,,,False,False,True,corpus
藺,lìn,,Corpus/General Extension,13959.0,1.0,0.0005267808371417744,99.99994647906934,,,False,False,True,corpus
刢,líng,,Corpus/General Extension,13960.0,1.0,0.0005267808371417744,99.99994653174743,,,False,False,True,corpus
姈,líng,(literary) (of a woman) intelligent; (used mostly in female names),Corpus/General Extension,13961.0,1.0,0.0005267808371417744,99.99994658442552,,,False,False,True,corpus
彾,líng,,Corpus/General Extension,13962.0,1.0,0.0005267808371417744,99.9999466371036,,,False,False,True,corpus
砱,líng,,Corpus/General Extension,13963.0,1.0,0.0005267808371417744,99.9999466897817,,,False,False,True,corpus
紷,líng,,Corpus/General Extension,13964.0,1.0,0.0005267808371417744,99.99994674245978,,,False,False,True,corpus
詅,líng,to sell,Corpus/General Extension,13965.0,1.0,0.0005267808371417744,99.99994679513787,,,False,False,True,corpus
裬,líng,,Corpus/General Extension,13966.0,1.0,0.0005267808371417744,99.99994684781596,,,False,False,True,corpus
綾,líng,,Corpus/General Extension,13967.0,1.0,0.0005267808371417744,99.99994690049405,,,False,False,True,corpus
欞,líng,,Corpus/General Extension,13968.0,1.0,0.0005267808371417744,99.99994695317214,,,False,False,True,corpus
阾,lǐng,,Corpus/General Extension,13969.0,1.0,0.0005267808371417744,99.99994700585023,,,False,False,True,corpus
蟉,liú,,Corpus/General Extension,13970.0,1.0,0.0005267808371417744,99.99994705852832,,,False,False,True,corpus
藰,liú,,Corpus/General Extension,13971.0,1.0,0.0005267808371417744,99.99994711120641,,,False,False,True,corpus
餾,liù,,Corpus/General Extension,13972.0,1.0,0.0005267808371417744,99.9999471638845,,,False,False,True,corpus
驑,liú,,Corpus/General Extension,13973.0,1.0,0.0005267808371417744,99.99994721656259,,,False,False,True,corpus
翏,liù,the sound of the wind; to soar,Corpus/General Extension,13974.0,1.0,0.0005267808371417744,99.99994726924068,,,False,False,True,corpus
磟,liù,,Corpus/General Extension,13975.0,1.0,0.0005267808371417744,99.99994732191877,,,False,False,True,corpus
嶐,lóng,,Corpus/General Extension,13976.0,1.0,0.0005267808371417744,99.99994737459686,,,False,False,True,corpus
巄,lóng,,Corpus/General Extension,13977.0,1.0,0.0005267808371417744,99.99994742727495,,,False,False,True,corpus
鏧,lóng,,Corpus/General Extension,13978.0,1.0,0.0005267808371417744,99.99994747995304,,,False,False,True,corpus
霳,lóng,,Corpus/General Extension,13979.0,1.0,0.0005267808371417744,99.99994753263113,,,False,False,True,corpus
曨,lóng,,Corpus/General Extension,13980.0,1.0,0.0005267808371417744,99.99994758530922,,,False,False,True,corpus
礱,lóng,,Corpus/General Extension,13981.0,1.0,0.0005267808371417744,99.9999476379873,,,False,False,True,corpus
贚,lòng,,Corpus/General Extension,13982.0,1.0,0.0005267808371417744,99.9999476906654,,,False,False,True,corpus
矑,lú,,Corpus/General Extension,13983.0,1.0,0.0005267808371417744,99.99994774334348,,,False,False,True,corpus
籚,lú,basket made of rush; spear-shaft,Corpus/General Extension,13984.0,1.0,0.0005267808371417744,99.99994779602157,,,False,False,True,corpus
罏,lú,pile of earth to keep wine jars,Corpus/General Extension,13985.0,1.0,0.0005267808371417744,99.99994784869966,,,False,False,True,corpus
髗,lú,,Corpus/General Extension,13986.0,1.0,0.0005267808371417744,99.99994790137775,,,False,False,True,corpus
樐,lǔ,,Corpus/General Extension,13987.0,1.0,0.0005267808371417744,99.99994795405584,,,False,False,True,corpus
擄,lǔ,,Corpus/General Extension,13988.0,1.0,0.0005267808371417744,99.99994800673393,,,False,False,True,corpus
淕,lù,,Corpus/General Extension,13989.0,1.0,0.0005267808371417744,99.99994805941202,,,False,False,True,corpus
廘,lù,,Corpus/General Extension,13990.0,1.0,0.0005267808371417744,99.99994811209011,,,False,False,True,corpus
摝,lù,,Corpus/General Extension,13991.0,1.0,0.0005267808371417744,99.9999481647682,,,False,False,True,corpus
錴,lù,rhodium (chemistry) (old),Corpus/General Extension,13992.0,1.0,0.0005267808371417744,99.99994821744629,,,False,False,True,corpus
騼,lù,,Corpus/General Extension,13993.0,1.0,0.0005267808371417744,99.99994827012438,,,False,False,True,corpus
閭,lǘ,,Corpus/General Extension,13994.0,1.0,0.0005267808371417744,99.99994832280247,,,False,False,True,corpus
梠,lǚ,beam at the eaves,Corpus/General Extension,13995.0,1.0,0.0005267808371417744,99.99994837548056,,,False,False,True,corpus
焒,lǚ,,Corpus/General Extension,13996.0,1.0,0.0005267808371417744,99.99994842815865,,,False,False,True,corpus
繂,lǜ,,Corpus/General Extension,13997.0,1.0,0.0005267808371417744,99.99994848083674,,,False,False,True,corpus
曫,luán,,Corpus/General Extension,13998.0,1.0,0.0005267808371417744,99.99994853351483,,,False,False,True,corpus
臠,luán,,Corpus/General Extension,13999.0,1.0,0.0005267808371417744,99.99994858619291,,,False,False,True,corpus
畧,lüè,,Corpus/General Extension,14000.0,1.0,0.0005267808371417744,99.999948638871,,,False,False,True,corpus
侖,lún,,Corpus/General Extension,14001.0,1.0,0.0005267808371417744,99.9999486915491,,,False,False,True,corpus
圇,lún,,Corpus/General Extension,14002.0,1.0,0.0005267808371417744,99.99994874422718,,,False,False,True,corpus
綸,lún,,Corpus/General Extension,14003.0,1.0,0.0005267808371417744,99.99994879690527,,,False,False,True,corpus
錀,lún,,Corpus/General Extension,14004.0,1.0,0.0005267808371417744,99.99994884958336,,,False,False,True,corpus
腡,luó,,Corpus/General Extension,14005.0,1.0,0.0005267808371417744,99.99994890226145,,,False,False,True,corpus
覶,luó,,Corpus/General Extension,14006.0,1.0,0.0005267808371417744,99.99994895493954,,,False,False,True,corpus
騾,luó,,Corpus/General Extension,14007.0,1.0,0.0005267808371417744,99.99994900761763,,,False,False,True,corpus
笿,luò,,Corpus/General Extension,14008.0,1.0,0.0005267808371417744,99.99994906029572,,,False,False,True,corpus
蟇,má,,Corpus/General Extension,14009.0,1.0,0.0005267808371417744,99.99994911297381,,,False,False,True,corpus
衇,mài,,Corpus/General Extension,14010.0,1.0,0.0005267808371417744,99.9999491656519,,,False,False,True,corpus
霢,mài,used in 霢霂[mai4 mu4]; Taiwan pr. [mo4],Corpus/General Extension,14011.0,1.0,0.0005267808371417744,99.99994921832999,,,False,False,True,corpus
樠,mán,elm; gum,Corpus/General Extension,14012.0,1.0,0.0005267808371417744,99.99994927100808,,,False,False,True,corpus
縵,màn,,Corpus/General Extension,14013.0,1.0,0.0005267808371417744,99.99994932368617,,,False,False,True,corpus
杗,máng,ridge-pole in roof,Corpus/General Extension,14014.0,1.0,0.0005267808371417744,99.99994937636426,,,False,False,True,corpus
哤,máng,jargon,Corpus/General Extension,14015.0,1.0,0.0005267808371417744,99.99994942904235,,,False,False,True,corpus
鋩,máng,,Corpus/General Extension,14016.0,1.0,0.0005267808371417744,99.99994948172044,,,False,False,True,corpus
壾,mǎng,,Corpus/General Extension,14017.0,1.0,0.0005267808371417744,99.99994953439852,,,False,False,True,corpus
毜,háo,,Corpus/General Extension,14018.0,1.0,0.0005267808371417744,99.99994958707661,,,False,False,True,corpus
愗,mào,used in 怐愗[kou4 mao4],Corpus/General Extension,14019.0,1.0,0.0005267808371417744,99.9999496397547,,,False,False,True,corpus
蝐,mào,see 蝳蝐[dai4 mao4],Corpus/General Extension,14020.0,1.0,0.0005267808371417744,99.99994969243279,,,False,False,True,corpus
唜,mò,,Corpus/General Extension,14021.0,1.0,0.0005267808371417744,99.99994974511088,,,False,False,True,corpus
珻,méi,,Corpus/General Extension,14022.0,1.0,0.0005267808371417744,99.99994979778897,,,False,False,True,corpus
塺,méi,,Corpus/General Extension,14023.0,1.0,0.0005267808371417744,99.99994985046706,,,False,False,True,corpus
槑,méi,,Corpus/General Extension,14024.0,1.0,0.0005267808371417744,99.99994990314515,,,False,False,True,corpus
攟,jùn,,Corpus/General Extension,14025.0,1.0,0.0005267808371417744,99.99994995582324,,,False,False,True,corpus
鎂,měi,,Corpus/General Extension,14026.0,1.0,0.0005267808371417744,99.99995000850133,,,False,False,True,corpus
黣,měi,,Corpus/General Extension,14027.0,1.0,0.0005267808371417744,99.99995006117942,,,False,False,True,corpus
跊,mèi,,Corpus/General Extension,14028.0,1.0,0.0005267808371417744,99.99995011385751,,,False,False,True,corpus
煝,mèi,be radiant; flaming; drought,Corpus/General Extension,14029.0,1.0,0.0005267808371417744,99.9999501665356,,,False,False,True,corpus
菛,mén,,Corpus/General Extension,14030.0,1.0,0.0005267808371417744,99.99995021921369,,,False,False,True,corpus
雺,wù,,Corpus/General Extension,14031.0,1.0,0.0005267808371417744,99.99995027189178,,,False,False,True,corpus
氋,méng,,Corpus/General Extension,14032.0,1.0,0.0005267808371417744,99.99995032456987,,,False,False,True,corpus
矒,méng,,Corpus/General Extension,14033.0,1.0,0.0005267808371417744,99.99995037724796,,,False,False,True,corpus
饛,méng,,Corpus/General Extension,14034.0,1.0,0.0005267808371417744,99.99995042992605,,,False,False,True,corpus
懜,měng,,Corpus/General Extension,14035.0,1.0,0.0005267808371417744,99.99995048260413,,,False,False,True,corpus
冞,mí,deep,Corpus/General Extension,14036.0,1.0,0.0005267808371417744,99.99995053528222,,,False,False,True,corpus
禰,mí,,Corpus/General Extension,14037.0,1.0,0.0005267808371417744,99.99995058796031,,,False,False,True,corpus
麛,mí,fawn; young of animals,Corpus/General Extension,14038.0,1.0,0.0005267808371417744,99.9999506406384,,,False,False,True,corpus
爢,mí,,Corpus/General Extension,14039.0,1.0,0.0005267808371417744,99.99995069331649,,,False,False,True,corpus
羋,mǐ,,Corpus/General Extension,14040.0,1.0,0.0005267808371417744,99.99995074599458,,,False,False,True,corpus
渳,mǐ,,Corpus/General Extension,14041.0,1.0,0.0005267808371417744,99.99995079867267,,,False,False,True,corpus
孊,mǐ,,Corpus/General Extension,14042.0,1.0,0.0005267808371417744,99.99995085135076,,,False,False,True,corpus
宻,mì,,Corpus/General Extension,14043.0,1.0,0.0005267808371417744,99.99995090402885,,,False,False,True,corpus
淧,mì,,Corpus/General Extension,14044.0,1.0,0.0005267808371417744,99.99995095670694,,,False,False,True,corpus
婂,mián,,Corpus/General Extension,14045.0,1.0,0.0005267808371417744,99.99995100938503,,,False,False,True,corpus
櫋,mián,,Corpus/General Extension,14046.0,1.0,0.0005267808371417744,99.99995106206312,,,False,False,True,corpus
偭,miǎn,to transgress,Corpus/General Extension,14047.0,1.0,0.0005267808371417744,99.99995111474121,,,False,False,True,corpus
玅,miào,,Corpus/General Extension,14048.0,1.0,0.0005267808371417744,99.9999511674193,,,False,False,True,corpus
庿,miào,,Corpus/General Extension,14049.0,1.0,0.0005267808371417744,99.99995122009739,,,False,False,True,corpus
旼,mín,gentle and affable,Corpus/General Extension,14050.0,1.0,0.0005267808371417744,99.99995127277548,,,False,False,True,corpus
盿,mín,,Corpus/General Extension,14051.0,1.0,0.0005267808371417744,99.99995132545357,,,False,False,True,corpus
崏,mín,,Corpus/General Extension,14052.0,1.0,0.0005267808371417744,99.99995137813166,,,False,False,True,corpus
勄,mǐn,,Corpus/General Extension,14053.0,1.0,0.0005267808371417744,99.99995143080974,,,False,False,True,corpus
閔,mǐn,,Corpus/General Extension,14054.0,1.0,0.0005267808371417744,99.99995148348783,,,False,False,True,corpus
敯,mǐn,,Corpus/General Extension,14055.0,1.0,0.0005267808371417744,99.99995153616592,,,False,False,True,corpus
覭,míng,,Corpus/General Extension,14056.0,1.0,0.0005267808371417744,99.99995158884401,,,False,False,True,corpus
慏,mǐng,,Corpus/General Extension,14057.0,1.0,0.0005267808371417744,99.9999516415221,,,False,False,True,corpus
嚤,mó,,Corpus/General Extension,14058.0,1.0,0.0005267808371417744,99.99995169420019,,,False,False,True,corpus
嚩,mó,,Corpus/General Extension,14059.0,1.0,0.0005267808371417744,99.99995174687828,,,False,False,True,corpus
歿,mò,,Corpus/General Extension,14060.0,1.0,0.0005267808371417744,99.99995179955637,,,False,False,True,corpus
枺,mò,,Corpus/General Extension,14061.0,1.0,0.0005267808371417744,99.99995185223446,,,False,False,True,corpus
砞,mò,,Corpus/General Extension,14062.0,1.0,0.0005267808371417744,99.99995190491255,,,False,False,True,corpus
袹,bó,,Corpus/General Extension,14063.0,1.0,0.0005267808371417744,99.99995195759064,,,False,False,True,corpus
藦,mò,Metaplexis stauntoni,Corpus/General Extension,14064.0,1.0,0.0005267808371417744,99.99995201026873,,,False,False,True,corpus
鏌,mò,,Corpus/General Extension,14065.0,1.0,0.0005267808371417744,99.99995206294682,,,False,False,True,corpus
礳,mò,,Corpus/General Extension,14066.0,1.0,0.0005267808371417744,99.99995211562491,,4018.0,False,True,True,"7000, corpus"
洠,móu,,Corpus/General Extension,14067.0,1.0,0.0005267808371417744,99.999952168303,,,False,False,True,corpus
氁,mú,,Corpus/General Extension,14068.0,1.0,0.0005267808371417744,99.99995222098109,,,False,False,True,corpus
畒,mǔ,,Corpus/General Extension,14069.0,1.0,0.0005267808371417744,99.99995227365918,,,False,False,True,corpus
胟,mǔ,,Corpus/General Extension,14070.0,1.0,0.0005267808371417744,99.99995232633727,,,False,False,True,corpus
萺,mào,,Corpus/General Extension,14071.0,1.0,0.0005267808371417744,99.99995237901535,,,False,False,True,corpus
楘,mù,ornaments on chariot-shaft,Corpus/General Extension,14072.0,1.0,0.0005267808371417744,99.99995243169344,,,False,False,True,corpus
丆,hǎn,,Corpus/General Extension,14073.0,1.0,0.0005267808371417744,99.99995248437153,,,False,False,True,corpus
鎿,ná,,Corpus/General Extension,14074.0,1.0,0.0005267808371417744,99.99995253704962,,,False,False,True,corpus
乸,nǎ,feminine suffix (Cantonese); postfix indicating feminine,Corpus/General Extension,14075.0,1.0,0.0005267808371417744,99.99995258972771,,,False,False,True,corpus
雫,nǎ,,Corpus/General Extension,14076.0,1.0,0.0005267808371417744,99.9999526424058,,,False,False,True,corpus
渿,nài,,Corpus/General Extension,14077.0,1.0,0.0005267808371417744,99.99995269508389,,,False,False,True,corpus
遖,nán,,Corpus/General Extension,14078.0,1.0,0.0005267808371417744,99.99995274776198,,,False,False,True,corpus
揇,nǎn,,Corpus/General Extension,14079.0,1.0,0.0005267808371417744,99.99995280044007,,,False,False,True,corpus
戁,nǎn,stand in awe,Corpus/General Extension,14080.0,1.0,0.0005267808371417744,99.99995285311816,,,False,False,True,corpus
婻,nàn,,Corpus/General Extension,14081.0,1.0,0.0005267808371417744,99.99995290579625,,,False,False,True,corpus
灢,nǎng,"muddy; thick, muddy water",Corpus/General Extension,14082.0,1.0,0.0005267808371417744,99.99995295847434,,,False,False,True,corpus
峱,náo,name of a mountain,Corpus/General Extension,14083.0,1.0,0.0005267808371417744,99.99995301115243,,,False,False,True,corpus
詉,náo,,Corpus/General Extension,14084.0,1.0,0.0005267808371417744,99.99995306383052,,,False,False,True,corpus
嫐,nǎo,to tease; to play around with,Corpus/General Extension,14085.0,1.0,0.0005267808371417744,99.9999531165086,,,False,False,True,corpus
鯘,něi,,Corpus/General Extension,14086.0,1.0,0.0005267808371417744,99.9999531691867,,,False,False,True,corpus
屔,ní,,Corpus/General Extension,14087.0,1.0,0.0005267808371417744,99.99995322186479,,,False,False,True,corpus
蚭,ní,,Corpus/General Extension,14088.0,1.0,0.0005267808371417744,99.99995327454288,,,False,False,True,corpus
掜,yì,,Corpus/General Extension,14089.0,1.0,0.0005267808371417744,99.99995332722096,,,False,False,True,corpus
鉨,xǐ,,Corpus/General Extension,14090.0,1.0,0.0005267808371417744,99.99995337989905,,,False,False,True,corpus
胒,nì,,Corpus/General Extension,14091.0,1.0,0.0005267808371417744,99.99995343257714,,,False,False,True,corpus
堄,nì,parapet,Corpus/General Extension,14092.0,1.0,0.0005267808371417744,99.99995348525523,,,False,False,True,corpus
嫟,nì,,Corpus/General Extension,14093.0,1.0,0.0005267808371417744,99.99995353793332,,,False,False,True,corpus
縌,nì,,Corpus/General Extension,14094.0,1.0,0.0005267808371417744,99.99995359061141,,,False,False,True,corpus
嬺,nì,,Corpus/General Extension,14095.0,1.0,0.0005267808371417744,99.9999536432895,,,False,False,True,corpus
涊,niǎn,muddy water,Corpus/General Extension,14096.0,1.0,0.0005267808371417744,99.99995369596759,,,False,False,True,corpus
蹨,niǎn,,Corpus/General Extension,14097.0,1.0,0.0005267808371417744,99.99995374864568,,,False,False,True,corpus
艌,niàn,,Corpus/General Extension,14098.0,1.0,0.0005267808371417744,99.99995380132377,,,False,False,True,corpus
枿,niè,,Corpus/General Extension,14099.0,1.0,0.0005267808371417744,99.99995385400186,,,False,False,True,corpus
惗,niè,,Corpus/General Extension,14100.0,1.0,0.0005267808371417744,99.99995390667995,,,False,False,True,corpus
菍,niè,,Corpus/General Extension,14101.0,1.0,0.0005267808371417744,99.99995395935804,,,False,False,True,corpus
嵲,niè,,Corpus/General Extension,14102.0,1.0,0.0005267808371417744,99.99995401203613,,,False,False,True,corpus
槷,niè,,Corpus/General Extension,14103.0,1.0,0.0005267808371417744,99.99995406471422,,,False,False,True,corpus
嚙,niè,,Corpus/General Extension,14104.0,1.0,0.0005267808371417744,99.9999541173923,,,False,False,True,corpus
闑,niè,,Corpus/General Extension,14105.0,1.0,0.0005267808371417744,99.9999541700704,,,False,False,True,corpus
蠥,niè,,Corpus/General Extension,14106.0,1.0,0.0005267808371417744,99.99995422274849,,,False,False,True,corpus
拰,nǐn,,Corpus/General Extension,14107.0,1.0,0.0005267808371417744,99.99995427542657,,,False,False,True,corpus
寜,níng,,Corpus/General Extension,14108.0,1.0,0.0005267808371417744,99.99995432810466,,,False,False,True,corpus
炄,niǔ,,Corpus/General Extension,14109.0,1.0,0.0005267808371417744,99.99995438078275,,,False,False,True,corpus
繷,nǒng,,Corpus/General Extension,14110.0,1.0,0.0005267808371417744,99.99995443346084,,,False,False,True,corpus
啂,nǒu,,Corpus/General Extension,14111.0,1.0,0.0005267808371417744,99.99995448613893,,,False,False,True,corpus
鎒,nòu,,Corpus/General Extension,14112.0,1.0,0.0005267808371417744,99.99995453881702,,,False,False,True,corpus
籹,nǚ,cakes of rice-flour and honey,Corpus/General Extension,14113.0,1.0,0.0005267808371417744,99.99995459149511,,,False,False,True,corpus
釹,nǚ,,Corpus/General Extension,14114.0,1.0,0.0005267808371417744,99.9999546441732,,,False,False,True,corpus
衂,nǜ,,Corpus/General Extension,14115.0,1.0,0.0005267808371417744,99.99995469685129,,,False,False,True,corpus
瘧,nüè,,Corpus/General Extension,14116.0,1.0,0.0005267808371417744,99.99995474952938,,,False,False,True,corpus
稬,nuò,,Corpus/General Extension,14117.0,1.0,0.0005267808371417744,99.99995480220747,,,False,False,True,corpus
懧,nuò,,Corpus/General Extension,14118.0,1.0,0.0005267808371417744,99.99995485488556,,,False,False,True,corpus
夞,wài,,Corpus/General Extension,14119.0,1.0,0.0005267808371417744,99.99995490756365,,,False,False,True,corpus
熰,ōu,,Corpus/General Extension,14120.0,1.0,0.0005267808371417744,99.99995496024174,,,False,False,True,corpus
鷗,ōu,,Corpus/General Extension,14121.0,1.0,0.0005267808371417744,99.99995501291983,,,False,False,True,corpus
腢,ǒu,,Corpus/General Extension,14122.0,1.0,0.0005267808371417744,99.99995506559792,,,False,False,True,corpus
漚,ōu,,Corpus/General Extension,14123.0,1.0,0.0005267808371417744,99.999955118276,,,False,False,True,corpus
皅,pā,,Corpus/General Extension,14124.0,1.0,0.0005267808371417744,99.9999551709541,,,False,False,True,corpus
舥,pā,,Corpus/General Extension,14125.0,1.0,0.0005267808371417744,99.99995522363218,,,False,False,True,corpus
掱,pá,,Corpus/General Extension,14126.0,1.0,0.0005267808371417744,99.99995527631027,,,False,False,True,corpus
帊,pà,,Corpus/General Extension,14127.0,1.0,0.0005267808371417744,99.99995532898836,,,False,False,True,corpus
袙,pà,,Corpus/General Extension,14128.0,1.0,0.0005267808371417744,99.99995538166645,,,False,False,True,corpus
鎃,pài,,Corpus/General Extension,14129.0,1.0,0.0005267808371417744,99.99995543434454,,,False,False,True,corpus
沗,pāng,,Corpus/General Extension,14130.0,1.0,0.0005267808371417744,99.99995548702263,,,False,False,True,corpus
蠭,fēng,,Corpus/General Extension,14131.0,1.0,0.0005267808371417744,99.99995553970072,,,False,False,True,corpus
炐,pàng,,Corpus/General Extension,14132.0,1.0,0.0005267808371417744,99.99995559237881,,,False,False,True,corpus
垉,páo,,Corpus/General Extension,14133.0,1.0,0.0005267808371417744,99.9999556450569,,,False,False,True,corpus
爮,páo,,Corpus/General Extension,14134.0,1.0,0.0005267808371417744,99.99995569773499,,,False,False,True,corpus
伂,pèi,,Corpus/General Extension,14135.0,1.0,0.0005267808371417744,99.99995575041308,,,False,False,True,corpus
笩,fá,,Corpus/General Extension,14136.0,1.0,0.0005267808371417744,99.99995580309117,,,False,False,True,corpus
梈,pēng,,Corpus/General Extension,14137.0,1.0,0.0005267808371417744,99.99995585576926,,,False,False,True,corpus
軯,pēng,,Corpus/General Extension,14138.0,1.0,0.0005267808371417744,99.99995590844735,,,False,False,True,corpus
竼,péng,,Corpus/General Extension,14139.0,1.0,0.0005267808371417744,99.99995596112544,,,False,False,True,corpus
槰,péng,,Corpus/General Extension,14140.0,1.0,0.0005267808371417744,99.99995601380353,,,False,False,True,corpus
憉,péng,,Corpus/General Extension,14141.0,1.0,0.0005267808371417744,99.99995606648162,,,False,False,True,corpus
鬔,péng,,Corpus/General Extension,14142.0,1.0,0.0005267808371417744,99.9999561191597,,,False,False,True,corpus
喸,bǔ,,Corpus/General Extension,14143.0,1.0,0.0005267808371417744,99.9999561718378,,,False,False,True,corpus
旇,pī,,Corpus/General Extension,14144.0,1.0,0.0005267808371417744,99.99995622451588,,,False,False,True,corpus
錍,pī,flat arrow-head; plow blade; also pr. [pi2],Corpus/General Extension,14145.0,1.0,0.0005267808371417744,99.99995627719397,,,False,False,True,corpus
阰,pí,mountain in ancient Chu,Corpus/General Extension,14146.0,1.0,0.0005267808371417744,99.99995632987206,,,False,False,True,corpus
腗,pí,,Corpus/General Extension,14147.0,1.0,0.0005267808371417744,99.99995638255015,,,False,False,True,corpus
鲏,pí,used in 鰟鮍|鳑鲏[pang2 pi2]; Taiwan pr. [pi1],Corpus/General Extension,14148.0,1.0,0.0005267808371417744,99.99995643522824,,6777.0,False,True,True,"7000, corpus"
渒,pài,,Corpus/General Extension,14149.0,1.0,0.0005267808371417744,99.99995648790633,,,False,False,True,corpus
嚊,pì,,Corpus/General Extension,14150.0,1.0,0.0005267808371417744,99.99995654058442,,,False,False,True,corpus
鶣,piān,,Corpus/General Extension,14151.0,1.0,0.0005267808371417744,99.99995659326251,,,False,False,True,corpus
骿,pián,,Corpus/General Extension,14152.0,1.0,0.0005267808371417744,99.9999566459406,,,False,False,True,corpus
駢,pián,,Corpus/General Extension,14153.0,1.0,0.0005267808371417744,99.99995669861869,,,False,False,True,corpus
覑,piǎn,,Corpus/General Extension,14154.0,1.0,0.0005267808371417744,99.99995675129678,,,False,False,True,corpus
彯,piāo,,Corpus/General Extension,14155.0,1.0,0.0005267808371417744,99.99995680397487,,,False,False,True,corpus
旚,piāo,,Corpus/General Extension,14156.0,1.0,0.0005267808371417744,99.99995685665296,,,False,False,True,corpus
翲,piāo,,Corpus/General Extension,14157.0,1.0,0.0005267808371417744,99.99995690933105,,,False,False,True,corpus
魒,piāo,,Corpus/General Extension,14158.0,1.0,0.0005267808371417744,99.99995696200914,,,False,False,True,corpus
撆,piē,,Corpus/General Extension,14159.0,1.0,0.0005267808371417744,99.99995701468723,,,False,False,True,corpus
竮,pīng,,Corpus/General Extension,14160.0,1.0,0.0005267808371417744,99.99995706736532,,,False,False,True,corpus
蚲,píng,rice weevil,Corpus/General Extension,14161.0,1.0,0.0005267808371417744,99.9999571200434,,,False,False,True,corpus
幈,píng,,Corpus/General Extension,14162.0,1.0,0.0005267808371417744,99.9999571727215,,,False,False,True,corpus
蓱,píng,,Corpus/General Extension,14163.0,1.0,0.0005267808371417744,99.99995722539958,,,False,False,True,corpus
